UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,6,2020,12,4445522,2277147,2168375,1641982,1555909,345527,334923,36153,34567,122929,117394,6769,6533,123787,119049,1755629,1665189,411977,399975,61216,58691,168105,160058,15695,14808,1683449,1602859,1131965,1070871,313192,303788,18663,18114,116582,111295,4600,4338,98447,94453,1222699,1157878,366978,356345,34830,33543,154293,146811,11185,10451,593698,565516,510017,485038,32335,31135,17490,16453,6347,6099,2169,2195,25340,24596,532930,507311,44999,43630,26386,25148,13812,13247,4510,4357
R,6,2020,13,4431769,2270139,2161630,1644290,1560143,343305,331031,36482,34534,120258,114542,6676,6539,119128,114841,1753704,1665410,406918,393057,60984,58276,163843,155823,15301,14786,1681429,1599068,1138103,1076248,311637,300643,18624,18066,113829,108591,4571,4375,94665,91145,1225413,1160085,363021,350895,34471,33297,150127,143017,10947,10448,588710,562562,506187,483895,31668,30388,17858,16468,6429,5951,2105,2164,24463,23696,528291,505325,43897,42162,26513,24979,13716,12806,4354,4338
R,6,2020,14,4346870,2223893,2122977,1622169,1539136,329473,321547,35167,33719,117719,114004,6513,6331,112852,108240,1725702,1638391,388994,379203,58939,56378,159235,153448,14641,14059,1654170,1577712,1130246,1068426,299645,292591,18238,17756,111664,108432,4425,4299,89952,86208,1213040,1147734,347966,339463,33630,32371,146472,141408,10479,10014,569723,545265,491923,470710,29828,28956,16929,15963,6055,5572,2088,2032,22900,22032,512662,490657,41028,39740,25309,24007,12763,12040,4162,4045
R,6,2020,15,4303813,2201168,2102645,1611088,1528278,322944,313347,34537,33371,118672,117377,6509,6246,107418,104026,1709404,1623312,378724,367876,57751,55717,158637,155573,14293,13764,1646103,1572457,1130676,1069749,294179,285641,18106,17500,112874,111899,4486,4372,85782,83296,1209488,1146072,339462,330122,33218,32055,146514,144113,10290,10036,555065,530188,480412,458529,28765,27706,16431,15871,5798,5478,2023,1874,21636,20730,499916,477240,39262,37754,24533,23662,12123,11460,4003,3728
R,6,2020,16,4330391,2213163,2117228,1628127,1545449,321032,312873,33763,32886,119817,119025,6306,6005,104118,100990,1723470,1637872,374448,365202,56651,55108,158634,156296,13944,13366,1668276,1593784,1155320,1091541,293134,286131,17970,17361,114112,113644,4414,4182,83326,80925,1231901,1165811,336605,328813,33057,32123,146799,145065,10148,9663,544887,523444,472807,453908,27898,26742,15793,15525,5705,5381,1892,1823,20792,20065,491569,472061,37843,36389,23594,22985,11835,11231,3796,3703
R,6,2020,17,4283512,2189061,2094451,1612634,1530185,317734,310870,33472,32085,120149,119300,6255,5969,98817,96042,1702789,1617898,368193,359986,55830,53944,156821,154846,13720,13016,1654248,1580725,1147981,1083487,290305,285024,17665,17073,114633,114005,4388,4189,79276,76947,1220548,1154022,331458,325095,32497,31592,145599,143905,10004,9547,534813,513726,464653,446698,27429,25846,15807,15012,5516,5295,1867,1780,19541,19095,482241,463876,36735,34891,23333,22352,11222,10941,3716,3469
R,6,2020,18,4279073,2185907,2093166,1609021,1528705,322543,315683,33371,31610,119407,117894,6024,5839,95541,93435,1696177,1613671,371073,363704,55683,53761,154561,151815,13156,12833,1658097,1588549,1149939,1089501,295592,290093,17848,17131,114078,112811,4240,4070,76400,74943,1219840,1157915,335139,329315,32572,31949,143670,141382,9697,9402,527810,504617,459082,439204,26951,25590,15523,14479,5329,5083,1784,1769,19141,18492,476337,455756,35934,34389,23111,21812,10891,10433,3459,3431
R,6,2020,19,4353697,2223374,2130323,1632047,1552647,330512,324102,33284,31962,126303,123872,6006,5906,95222,91834,1718594,1636124,378541,370835,56014,53900,161555,157386,13219,12910,1696822,1627303,1173341,1114272,303846,298758,18096,17501,121009,118916,4305,4098,76225,73758,1242728,1181520,342873,336983,33377,32334,150833,147254,9775,9423,526552,503020,458706,438375,26666,25344,15188,14461,5294,4956,1701,1808,18997,18076,475866,454604,35668,33852,22637,21566,10722,10132,3444,3487
R,6,2020,20,4339547,2216159,2123388,1626656,1546010,334103,327754,33632,32089,123370,121720,6126,5779,92272,90036,1710577,1627480,380668,373943,56528,54318,156658,153970,13101,12643,1696840,1628193,1173871,1114616,307878,302674,18494,17714,118188,116801,4374,4106,74035,72282,1241355,1180171,345827,340411,33986,32851,146412,143978,9725,9337,519319,495195,452785,431394,26225,25080,15138,14375,5182,4919,1752,1673,18237,17754,469222,447309,34841,33532,22542,21467,10246,9992,3376,3306
R,6,2020,21,4281199,2184520,2096679,1607125,1529974,326933,321933,32591,31656,122072,120462,6067,5608,89732,87046,1688496,1608754,371810,366207,55099,53801,154468,151384,13237,12321,1679659,1613390,1166837,1108754,301386,297460,18094,17596,116928,115580,4326,4022,72088,69978,1232355,1172211,338024,333750,33536,32893,144323,141560,9854,9201,504861,483289,440288,421220,25547,24473,14497,14060,5144,4882,1741,1586,17644,17068,456141,436543,33786,32457,21563,20908,10145,9824,3383,3120
R,6,2020,22,4265982,2174815,2091167,1594612,1521043,327591,322466,32348,31553,127788,126015,6042,5707,86434,84383,1672775,1597418,370540,364905,54530,53358,158805,155936,12803,12150,1677968,1616032,1160586,1106354,302884,298646,17817,17704,122808,121207,4389,4111,69484,68010,1223523,1168041,338002,333417,33081,32882,149067,146531,9639,9084,496847,475135,434026,414689,24707,23820,14531,13849,4980,4808,1653,1596,16950,16373,449252,429377,32538,31488,21449,20476,9738,9405,3164,3066
R,6,2020,23,4276951,2177383,2099568,1595665,1526483,325312,321656,32200,31125,134360,132303,6102,5623,83744,82378,1671406,1600716,366174,362547,54476,53146,164588,161535,12748,12180,1684197,1628425,1165067,1114909,300807,298469,17733,17401,129418,127564,4398,4065,66774,66017,1225612,1174444,333770,331764,32954,32642,154975,152282,9518,9142,493186,471143,430598,411574,24505,23187,14467,13724,4942,4739,1704,1558,16970,16361,445794,426272,32404,30783,21522,20504,9613,9253,3230,3038
R,6,2020,24,4313496,2197970,2115526,1610028,1536802,326725,323694,32200,30793,140724,138521,6267,5960,82026,79756,1684056,1608615,366081,362646,54662,52715,170426,167121,12851,12462,1706500,1645532,1180131,1125626,302545,300658,17891,17207,135901,133743,4531,4284,65501,64014,1239324,1183356,334373,332298,33343,32484,161078,157954,9664,9410,491470,469994,429897,411176,24180,23036,14309,13586,4823,4778,1736,1676,16525,15742,444732,425259,31708,30348,21319,20231,9348,9167,3187,3052
R,6,2020,25,4388418,2233770,2154648,1628299,1557440,341753,338002,32570,31530,144569,143008,6442,6229,80137,78439,1700066,1627525,379594,376089,55394,53619,173616,171159,13275,12811,1740121,1682107,1196256,1144179,317197,314408,18310,17667,139640,138292,4701,4536,64017,63025,1253569,1200552,347699,345310,34264,33299,164365,162147,10028,9729,493649,472541,432043,413261,24556,23594,14260,13863,4929,4716,1741,1693,16120,15414,446497,426973,31895,30779,21130,20320,9251,9012,3247,3082
R,6,2020,26,4482534,2281143,2201391,1655580,1582189,358188,353868,33297,32531,149869,149113,6494,6399,77715,77291,1724800,1650937,394031,390676,56135,55209,178428,176812,13360,13057,1781158,1724883,1217257,1165427,333185,329876,18974,18512,145065,144350,4774,4724,61903,61994,1272364,1220561,361924,359683,34961,34625,169310,167845,10141,9935,499985,476508,438323,416762,25003,23992,14323,14019,4804,4763,1720,1675,15812,15297,452436,430376,32107,30993,21174,20584,9118,8967,3219,3122
R,6,2020,27,4561508,2319142,2242366,1679726,1607914,369805,363644,34545,33292,153600,156412,6732,6461,74734,74643,1746069,1674117,403410,398259,57162,55895,181370,183489,13420,13036,1815140,1764262,1237894,1189230,344251,339678,19672,19232,148864,151592,4903,4742,59556,59788,1290766,1242262,371026,367429,35541,35310,172639,174728,10211,9924,504002,478104,441832,418684,25554,23966,14873,14060,4736,4820,1829,1719,15178,14855,455303,431855,32384,30830,21621,20585,8731,8761,3209,3112
R,6,2020,28,4663578,2362842,2300736,1712975,1647916,374011,373047,35903,33790,159873,165103,7040,6651,73040,74229,1777294,1713156,405547,406636,58690,56311,187629,193061,13902,13507,1852888,1818875,1266646,1227313,348035,347642,20408,19714,154977,160072,5073,4894,57749,59240,1317425,1279377,372708,374320,36351,35681,178722,183929,10527,10239,509954,481861,446329,420603,25976,25405,15495,14076,4896,5031,1967,1757,15291,14989,459869,433779,32839,32316,22339,20630,8907,9132,3375,3268
R,6,2020,29,4735697,2395624,2340073,1739342,1675285,375644,378660,35604,33090,167703,174036,7624,7010,69707,71992,1799961,1738030,405014,410950,57356,54887,195317,201894,14661,13974,1888163,1866702,1296590,1263776,348903,352428,20023,19412,162459,168698,5534,5222,54654,57166,1343918,1313460,371528,377892,35060,34750,186081,192420,11093,10796,507461,473371,442752,411509,26741,26232,15581,13678,5244,5338,2090,1788,15053,14826,456043,424570,33486,33058,22296,20137,9236,9474,3568,3178
R,6,2020,30,4734446,2392237,2342209,1744371,1679197,368887,376109,35223,32513,170894,179140,7816,7139,65046,68111,1801081,1738608,395679,406040,55490,53442,197047,205556,14334,13719,1887458,1876928,1303359,1274750,342448,349866,19544,19146,165652,173931,5613,5345,50842,53890,1347487,1321596,362911,373176,33516,33762,188048,196594,10772,10604,504779,465281,441012,404447,26439,26243,15679,13367,5242,5209,2203,1794,14204,14221,453594,417012,32768,32864,21974,19680,8999,8962,3562,3115
R,6,2020,31,4609064,2330331,2278733,1707238,1636145,347853,358308,34182,30891,172598,182713,7637,6864,60823,63812,1760193,1691685,372341,385901,53468,50489,197158,207898,13796,13087,1841584,1832755,1280034,1248014,322464,333195,18629,18082,167593,177574,5606,5187,47258,50703,1321023,1291962,340788,354713,31768,31910,188663,199282,10541,10176,488747,445978,427204,388131,25389,25113,15553,12809,5005,5139,2031,1677,13565,13109,439170,399723,31553,31188,21700,18579,8495,8616,3255,2911
R,6,2020,32,4530690,2290473,2240217,1694300,1622692,328323,340275,33643,30418,168728,179113,7669,6844,57810,60875,1744419,1675730,351074,366296,51948,49227,192487,203276,13767,12892,1800276,1797433,1264514,1236892,303923,315689,17982,17509,163889,174284,5531,5162,44437,47897,1302833,1278525,320696,335560,30172,30602,184246,195044,10374,10033,490197,442784,429786,385800,24400,24586,15661,12909,4839,4829,2138,1682,13373,12978,441586,397205,30378,30736,21776,18625,8241,8232,3393,2859
R,6,2020,33,4484130,2271029,2213101,1692307,1610873,316795,330081,32863,29567,166881,177053,7565,6777,54618,58750,1739779,1662060,338131,354928,50584,48298,189194,200221,13207,12508,1783934,1773366,1264231,1227210,293045,305964,17461,16920,162029,172374,5404,5027,41764,45871,1300297,1267001,308540,324813,29280,29853,181185,192272,9940,9607,487095,439735,428076,383663,23750,24117,15402,12647,4852,4679,2161,1750,12854,12879,439482,395059,29591,30115,21304,18445,8009,7949,3267,2901
R,6,2020,34,4499647,2280679,2218968,1708638,1623176,310582,325450,32642,29508,167804,177777,7703,6872,53310,56185,1754870,1671832,330922,348711,50192,47800,189558,200073,13460,12599,1788561,1778741,1275902,1238477,286806,301393,16783,16681,162968,173152,5506,5210,40596,43828,1310887,1276237,301457,318940,28444,29464,181554,192233,10108,9837,492118,440227,432736,384699,23776,24057,15859,12827,4836,4625,2197,1662,12714,12357,443983,395595,29465,29771,21748,18336,8004,7840,3352,2762
R,6,2020,35,4484698,2269377,2215321,1706116,1623532,305071,321316,31882,29249,167476,179426,7563,6709,51269,55089,1750549,1671301,324296,343387,49167,47524,188402,201635,13146,12367,1779451,1775876,1274664,1239168,281881,297559,16389,16500,162685,174896,5339,5047,38493,42706,1307747,1276011,295417,313857,27731,29202,180492,193967,9773,9601,489926,439445,431452,384364,23190,23757,15493,12749,4791,4530,2224,1662,12776,12383,442802,395290,28879,29530,21436,18322,7910,7668,3373,2766
R,6,2020,36,4408319,2227644,2180675,1677242,1598310,294526,313763,31615,28863,167597,179591,7313,6578,49351,53570,1719966,1644687,312807,334698,48462,47016,187898,201379,12689,12231,1747616,1745496,1254223,1217351,272051,290597,16142,16120,162811,175213,5235,4911,37154,41304,1286148,1252921,284929,305936,27275,28681,180085,193800,9490,9435,480028,435179,423019,380959,22475,23166,15473,12743,4786,4378,2078,1667,12197,12266,433818,391766,27878,28762,21187,18335,7813,7579,3199,2796
R,6,2020,37,4473549,2258762,2214787,1706073,1626472,297197,318561,32206,29384,166147,179980,7393,6765,49746,53625,1749149,1672720,315433,339461,49339,47924,186483,201592,12835,12445,1770333,1770399,1275009,1237759,274675,294456,16350,16338,161401,175456,5303,5061,37595,41329,1307287,1273174,287532,309773,27832,29190,178698,193926,9637,9621,488429,444388,431064,388713,22522,24105,15856,13046,4746,4524,2090,1704,12151,12296,441862,399546,27901,29688,21507,18734,7785,7666,3198,2824
R,6,2020,38,4454890,2247265,2207625,1701683,1623874,294822,317559,31476,28611,163545,178803,7389,6653,48350,52125,1743495,1668757,312462,338092,48564,46903,183057,199501,12730,12162,1762089,1762483,1273622,1233711,272328,293914,15894,15620,158813,174154,5270,4900,36162,40184,1304615,1268114,284651,308984,27206,28346,175259,191811,9503,9327,485176,445142,428061,390163,22494,23645,15582,12991,4732,4649,2119,1753,12188,11941,438880,400643,27811,29108,21358,18557,7798,7690,3227,2835
R,6,2020,39,4404859,2220042,2184817,1687258,1610355,292298,316617,30774,28582,154972,171796,7208,6248,47532,51219,1728197,1654592,309661,336925,47720,46603,174121,191829,12489,11673,1741745,1744980,1264642,1224897,270541,293102,15497,15839,150220,167275,5118,4588,35727,39279,1295153,1258576,282719,307846,26823,28349,166466,184387,9322,8991,478297,439837,422616,385458,21757,23515,15277,12743,4752,4521,2090,1660,11805,11940,433044,396016,26942,29079,20897,18254,7655,7442,3167,2682
R,6,2020,40,4366211,2198560,2167651,1667895,1593457,294490,319671,30720,28177,152230,169714,7091,6446,46134,50186,1707686,1636599,311248,339512,47705,46146,170502,189322,12294,11837,1719145,1730035,1244793,1209663,272408,296376,15333,15562,147561,165244,4923,4809,34127,38381,1273967,1242371,283941,310728,26545,28106,162820,181889,9042,9150,479415,437616,423102,383794,22082,23295,15387,12615,4669,4470,2168,1637,12007,11805,433719,394228,27307,28784,21160,18040,7682,7433,3252,2687
R,6,2020,41,4193566,2105587,2087979,1601363,1536386,278669,306751,28916,26768,147020,164964,6348,5901,43271,47209,1638636,1576975,294327,325127,44795,43852,164173,183455,11186,10863,1657144,1669676,1204786,1169804,258171,284360,14771,14630,142747,160727,4489,4329,32180,35826,1232217,1200363,268967,297433,25289,26429,157247,176429,8331,8335,448443,418303,396577,366582,20498,22391,14145,12138,4273,4237,1859,1572,11091,11383,406419,376612,25360,27694,19506,17423,6926,7026,2855,2528
R,6,2020,42,4111211,2061864,2049347,1575906,1515389,268445,296240,28181,26570,141652,160075,6176,5621,41504,45452,1611503,1554268,283257,313776,43615,43376,158242,177891,10635,10364,1616621,1632510,1181174,1148944,248696,274685,14281,14528,137435,155750,4388,4174,30647,34429,1207139,1178124,258811,287077,24490,26169,151343,170896,7912,8006,445243,416837,394732,366445,19749,21555,13900,12042,4217,4325,1788,1447,10857,11023,404364,376144,24446,26699,19125,17207,6899,6995,2723,2358
R,6,2020,43,4041772,2022175,2019597,1546104,1493160,261672,291013,27893,26004,140824,160154,5959,5600,39723,43666,1580325,1530374,275675,307669,42936,42370,156512,177342,10349,10287,1586581,1606328,1159482,1128816,242684,269892,14337,14503,136535,155951,4215,4094,29328,33072,1184427,1156731,252095,281672,24444,25918,149694,170452,7679,7852,435594,413269,386622,364344,18988,21121,13556,11501,4289,4203,1744,1506,10395,10594,395898,373643,23580,25997,18492,16452,6818,6890,2670,2435
R,6,2020,44,3924648,1963368,1961280,1498972,1450764,252482,280494,27008,25126,141360,158618,5563,5305,37983,40973,1531660,1485640,265527,295874,41527,40738,156563,174833,9776,9632,1538445,1555995,1121132,1092739,234244,260041,13735,13742,137296,154463,4000,3894,28038,31116,1144980,1118955,242932,270898,23471,24706,150115,168214,7341,7386,424923,405285,377840,358025,18238,20453,13273,11384,4064,4155,1563,1411,9945,9857,386680,366685,22595,24976,18056,16032,6448,6619,2435,2246
R,6,2020,45,3960342,1980293,1980049,1516868,1469837,252808,281826,26664,25129,142686,158903,5704,5078,35563,39276,1547110,1503168,264936,296338,40639,40263,156869,174510,9714,9149,1560911,1579628,1142059,1114347,235625,262631,13579,13917,138726,154956,4140,3767,26782,30010,1164562,1139523,244013,272858,23134,24570,150870,168378,7389,7067,419382,400421,374809,355490,17183,19195,13085,11212,3960,3947,1564,1311,8781,9266,382548,363645,20923,23480,17505,15693,5999,6132,2325,2082
R,6,2020,46,3888761,1942596,1946165,1488454,1444631,247163,276975,26100,24532,141399,157220,5237,5003,34243,37804,1517578,1476543,258663,290844,39644,39281,155134,172237,9122,9033,1539075,1556405,1127089,1097815,230910,258468,13395,13709,137790,153475,3856,3722,26035,29216,1148986,1122194,238864,268424,22829,24328,149609,166429,7031,6995,403521,389760,361365,346816,16253,18507,12705,10823,3609,3745,1381,1281,8208,8588,368592,354349,19799,22420,16815,14953,5525,5808,2091,2038
R,6,2020,47,3954254,1973554,1980700,1512428,1471264,254705,284854,25841,24815,141330,157487,5211,4932,34039,37348,1541295,1502751,265774,298383,39527,39723,155061,172286,9022,8849,1576443,1595342,1156376,1128200,238850,266785,13546,13994,137720,153684,3882,3692,26069,28987,1178224,1152341,246541,276567,23198,24867,149642,166458,6992,6903,397111,385358,356052,343064,15855,18069,12295,10821,3610,3803,1329,1240,7970,8361,363071,350410,19233,21816,16329,14856,5419,5828,2030,1946
R,6,2020,48,4153977,2077316,2076661,1606793,1558246,264459,294486,26365,24968,140517,156507,5217,4898,33965,37556,1635491,1589883,275341,307745,40504,40442,153951,171158,9034,8915,1682733,1694431,1252835,1217465,248836,276735,14127,14383,136827,152882,3875,3665,26233,29301,1274717,1241849,256519,286291,24320,25787,148483,165643,6996,6979,394583,382230,353958,340781,15623,17751,12238,10585,3690,3625,1342,1233,7732,8255,360774,348034,18822,21454,16184,14655,5468,5515,2038,1936
R,6,2020,49,4400260,2205705,2194555,1723893,1664031,276168,307776,26966,25874,138335,153393,5186,5038,35157,38443,1753693,1696402,287351,321241,41874,42050,152013,168071,9255,9309,1811274,1814492,1369992,1325714,260509,289933,14866,15033,134649,149746,3849,3785,27409,30281,1392977,1350943,268436,299756,25812,27226,146521,162446,7192,7329,394431,380063,353901,338317,15659,17843,12100,10841,3686,3647,1337,1253,7748,8162,360716,345459,18915,21485,16062,14824,5492,5625,2063,1980
R,6,2020,50,4304196,2156467,2147729,1689054,1636045,268692,296039,26261,24931,133468,149295,5279,5054,33713,36365,1717494,1666416,279359,308608,40816,40648,146328,163187,9318,9208,1773191,1782801,1345568,1310549,253353,279234,14308,14812,129911,145681,3961,3869,26090,28656,1367303,1334237,260843,288444,24942,26666,141020,157637,7310,7317,383276,364928,343486,325496,15339,16805,11953,10119,3557,3614,1318,1185,7623,7709,350191,332179,18516,20164,15874,13982,5308,5550,2008,1891
R,6,2020,51,4153424,2077617,2075807,1634567,1589601,253497,280591,25252,23899,128271,143175,4761,4801,31269,33740,1661059,1617844,262943,291929,39233,38990,140112,155779,8382,8581,1716557,1730335,1310508,1281512,239097,264589,14154,14246,125016,139824,3582,3628,24200,26536,1330796,1303490,245595,272731,24479,25689,135279,150769,6562,6771,361060,345472,324059,308089,14400,16002,11098,9653,3255,3351,1179,1173,7069,7204,330263,314354,17348,19198,14754,13301,4833,5010,1820,1810
R,6,2020,52,4065079,2030109,2034970,1597486,1556944,253445,281581,24474,23465,120589,136144,4679,4671,29436,32165,1622222,1583652,262314,292348,37906,38050,131697,148032,8086,8530,1678325,1697776,1281846,1255727,239093,265901,13648,14288,117488,133022,3489,3559,22761,25279,1300697,1276456,245176,273613,23632,25428,127097,143286,6348,6790,351784,337194,315640,301217,14352,15680,10826,9177,3101,3122,1190,1112,6675,6886,321525,307196,17138,18735,14274,12622,4600,4746,1738,1740
R,6,2020,53,4093484,2036513,2056971,1613458,1586883,252446,283237,23962,23484,113342,127415,4748,4631,28557,31321,1637402,1612891,260954,293903,37313,38034,123878,138547,8195,8285,1698374,1729836,1309473,1294663,238913,267993,13795,14623,110329,124413,3596,3527,22268,24617,1327891,1314842,244766,275659,23851,25744,119455,134028,6519,6610,338139,327135,303985,292220,13533,15244,10167,8861,3013,3002,1152,1104,6289,6704,309511,298049,16188,18244,13462,12290,4423,4519,1676,1675
R,6,2020,54,4159055,2066462,2092593,1634141,1612661,260669,291981,24353,23805,114395,128460,4613,4569,28291,31117,1657632,1638450,269115,302228,37928,38687,124584,139499,8080,8257,1732688,1770205,1334520,1324839,246883,276890,14193,15002,111495,125391,3537,3578,22060,24505,1352553,1344889,252674,284225,24556,26537,120290,134874,6457,6662,333774,322388,299621,287822,13786,15091,10160,8803,2900,3069,1076,991,6231,6612,305079,293561,16441,18003,13372,12150,4294,4625,1623,1595
R,6,2020,55,4328128,2140021,2188107,1701166,1697916,266849,300597,24792,24696,113720,128276,4750,4780,28744,31842,1725132,1724211,275141,310990,38844,40272,124060,139276,8268,8573,1812433,1867657,1406920,1411601,253493,285645,14933,16045,110837,125310,3705,3760,22545,25296,1425446,1432216,259218,293154,25655,28301,119829,134811,6655,6961,327588,320450,294246,286315,13356,14952,9859,8651,2883,2966,1045,1020,6199,6546,299686,291995,15923,17836,13189,11971,4231,4465,1613,1612
R,6,2020,56,4421546,2184472,2237074,1746905,1746278,265059,298616,24560,24693,114767,131094,4485,4623,28696,31770,1770761,1772492,273160,308509,38977,40606,124943,142111,8043,8447,1870826,1926080,1465459,1468667,251966,284000,15107,16069,112035,128287,3498,3636,22761,25421,1484154,1489350,257622,291147,26350,28783,120879,137827,6501,6862,313646,310994,281446,277611,13093,14616,9453,8624,2732,2807,987,987,5935,6349,286607,283142,15538,17362,12627,11823,4064,4284,1542,1585
R,6,2020,57,4423455,2179022,2244433,1746704,1758986,260975,295376,24135,24334,114703,129792,4313,4520,28192,31425,1770219,1784804,268679,305255,38303,40331,124757,140432,7701,8231,1880054,1944899,1478058,1491470,248710,281629,15108,16038,112052,126983,3390,3600,22736,25179,1496817,1511887,254138,288758,26390,28828,120884,136208,6313,6741,298968,299534,268646,267516,12265,13747,9027,8296,2651,2809,923,920,5456,6246,273402,272917,14541,16497,11913,11503,3873,4224,1388,1490
R,6,2020,58,4446177,2187450,2258727,1768502,1785151,257724,293784,23717,24315,105226,120005,4394,4435,27887,31037,1791803,1810604,265191,303531,37932,40408,115111,130408,7830,8113,1899182,1970454,1509374,1527514,245936,280812,15091,16245,102752,117316,3535,3529,22494,25038,1527988,1547816,251185,287884,26450,29285,111397,126339,6455,6626,288268,288273,259128,257637,11788,12972,8626,8070,2474,2689,859,906,5393,5999,263815,262788,14006,15647,11482,11123,3714,4069,1375,1487
R,6,2020,59,4430781,2174428,2256353,1763850,1788559,253988,290923,22953,23861,102003,118716,4196,4256,27438,30038,1786717,1813185,261230,300030,37185,39741,111679,128766,7496,7836,1902153,1980473,1519311,1541693,242894,278384,14739,16401,99566,116119,3367,3444,22276,24432,1537647,1561477,248050,285103,26180,29354,108082,124853,6169,6477,272275,275880,244539,246866,11094,12539,8214,7460,2437,2597,829,812,5162,5606,249070,251708,13180,14927,11005,10387,3597,3913,1327,1359
R,6,2020,60,4354696,2134434,2220262,1725560,1753570,252124,289216,22636,23449,103080,120315,4184,4137,26850,29575,1748021,1777695,259174,298434,36577,39127,112568,130056,7410,7635,1869868,1953016,1488007,1514724,241206,276987,14676,16170,100745,117801,3360,3338,21874,23996,1506131,1534035,246226,283795,25931,28950,109124,126222,6098,6294,264566,267246,237553,238846,10918,12229,7960,7279,2335,2514,824,799,4976,5579,241890,243660,12948,14639,10646,10177,3444,3834,1312,1341
R,6,2020,61,4278503,2087431,2191072,1697715,1741199,241557,280187,20977,22306,97978,115656,3868,3861,25336,27863,1718826,1764125,248128,288501,34407,37492,106800,124692,6792,7027,1845244,1941038,1480157,1517413,231477,268727,13856,15482,95828,113342,3140,3167,20786,22907,1497341,1536074,236184,274876,24844,28067,103598,121266,5629,5896,242187,250034,217558,223786,10080,11460,7121,6824,2150,2314,728,694,4550,4956,221485,228051,11944,13625,9563,9425,3202,3426,1163,1131
R,6,2020,62,4245796,2066199,2179597,1687069,1740993,232992,271134,20278,21697,97499,114895,3674,3781,24687,27097,1707603,1763139,239382,279328,33486,36584,106040,123602,6541,6832,1837907,1940164,1482093,1526526,223399,260176,13579,15323,95467,112792,3003,3076,20366,22271,1498874,1544534,228014,266279,24485,27633,103066,120390,5442,5693,228292,239433,204976,214467,9593,10958,6699,6374,2032,2103,671,705,4321,4826,208729,218605,11368,13049,9001,8951,2974,3212,1099,1139
R,6,2020,63,4147586,2010010,2137576,1645755,1709120,223869,266542,19695,20855,93653,111385,3560,3541,23478,26133,1665259,1730591,230001,274323,32529,35679,101556,119353,6244,6534,1793862,1907882,1451801,1503388,214799,255969,13124,14744,91762,109337,2923,2910,19453,21534,1467800,1520860,219259,261735,23753,27135,98820,116288,5249,5468,216148,229694,193954,205732,9070,10573,6571,6111,1891,2048,637,631,4025,4599,197459,209731,10742,12588,8776,8544,2736,3065,995,1066
R,6,2020,64,3983785,1918768,2065017,1572631,1651650,210818,254472,18453,20151,91452,110242,3209,3467,22205,25035,1591142,1672099,216539,261950,30532,34312,98868,118043,5801,6257,1714962,1845029,1389784,1454569,202242,244421,12294,14417,89653,108178,2639,2885,18350,20559,1404931,1471176,206340,249913,22273,26241,96256,114957,4884,5255,203806,219988,182847,197081,8576,10051,6159,5734,1799,2064,570,582,3855,4476,186211,200923,10199,12037,8259,8071,2612,3086,917,1002
R,6,2020,65,3886023,1864334,2021689,1533955,1623062,200025,243799,17470,18841,88646,108988,3065,3326,21173,23673,1551463,1642354,205481,250884,29231,32154,95671,116343,5542,6045,1671984,1811431,1360680,1433693,192011,234651,12004,13637,86980,107131,2553,2751,17756,19568,1375230,1449402,196018,239933,21920,24798,93272,113596,4703,5102,192350,210258,173275,189369,8014,9148,5466,5204,1666,1857,512,575,3417,4105,176233,192952,9463,10951,7311,7356,2399,2747,839,943
R,6,2020,66,3741906,1785562,1956344,1479711,1580546,184220,230507,16064,17696,83295,102428,2777,3087,19495,22080,1495992,1598520,189140,237039,27170,30464,89554,109053,4921,5641,1610463,1761221,1321849,1404664,176796,222058,11190,12908,81890,100708,2326,2555,16412,18328,1335441,1419389,180387,226916,20646,23679,87484,106549,4217,4780,175099,195123,157862,175882,7424,8449,4874,4788,1405,1720,451,532,3083,3752,160551,179131,8753,10123,6524,6785,2070,2504,704,861
